SPECIES	Longitude	Latitude
Psilopogon_flavifrons 	80.0575	6.7339
Psilopogon_flavifrons 	81.0538	6.8649
Psilopogon_flavifrons 	80.6135	6.4721
Psilopogon_flavifrons 	80.3190	6.4568
Psilopogon_flavifrons 	80.4194	6.4359
Psilopogon_flavifrons 	80.3745	6.6811
Psilopogon_flavifrons 	80.6591	7.3390
Psilopogon_flavifrons 	80.4175	6.4417
Psilopogon_flavifrons 	80.4236	6.4169
Psilopogon_flavifrons 	80.6421	7.2991
Psilopogon_flavifrons 	81.0322	6.8784
Psilopogon_flavifrons 	80.8525	6.9456
Psilopogon_flavifrons 	80.3774	6.9231
Psilopogon_flavifrons 	80.6322	7.2497
Psilopogon_flavifrons 	80.6407	7.2808
Psilopogon_flavifrons 	80.7527	6.7117
Psilopogon_flavifrons 	80.4175	6.9928
Psilopogon_flavifrons 	80.5938	6.8973
Psilopogon_flavifrons 	80.7018	7.3169
Psilopogon_flavifrons 	80.3582	6.4761
Psilopogon_flavifrons 	80.4765	6.2241
Psilopogon_flavifrons 	81.0468	6.8701
Psilopogon_flavifrons 	80.9871	6.8348
Psilopogon_flavifrons 	80.4356	7.0041
Psilopogon_flavifrons 	80.4195	6.4363
Psilopogon_flavifrons 	80.7625	6.9578
Psilopogon_flavifrons 	80.6004	7.2569
Psilopogon_flavifrons 	80.5117	7.2054
Psilopogon_flavifrons 	80.4265	6.7517
Psilopogon_flavifrons 	80.6655	7.2179
Psilopogon_flavifrons 	80.7564	7.9477
Psilopogon_flavifrons 	80.8110	6.0390
Psilopogon_flavifrons 	80.6540	7.3469
Psilopogon_flavifrons 	80.5314	6.4528
Psilopogon_flavifrons 	80.6094	7.4613
Psilopogon_flavifrons 	80.6863	7.4237
Psilopogon_flavifrons 	80.1661	6.4443
Psilopogon_flavifrons 	80.4233	7.0005
Psilopogon_flavifrons 	80.8462	7.4354
Psilopogon_flavifrons 	80.2008	6.2535
Psilopogon_flavifrons 	80.1711	6.9969
Psilopogon_flavifrons 	80.2739	6.3461
Psilopogon_flavifrons 	80.3749	6.8089
Psilopogon_flavifrons 	80.4572	6.6019
Psilopogon_flavifrons 	81.0501	6.8643
Psilopogon_flavifrons 	80.2893	6.4536
Psilopogon_flavifrons 	80.5791	7.1406
Psilopogon_flavifrons 	80.9513	6.7655
Psilopogon_flavifrons 	80.7287	7.5173
Psilopogon_flavifrons 	80.4291	6.9893
Psilopogon_flavifrons 	81.0117	6.4697
Psilopogon_flavifrons 	80.6191	7.2914
Psilopogon_flavifrons 	79.9448	6.8844
Psilopogon_flavifrons 	80.2416	6.7212
Psilopogon_flavifrons 	80.4036	6.9867
Psilopogon_flavifrons 	80.9784	6.7643
Psilopogon_flavifrons 	80.3155	6.5082
Psilopogon_flavifrons 	80.5675	7.1435
Psilopogon_flavifrons 	80.8210	6.9266
Psilopogon_flavifrons 	80.4153	6.4493
Psilopogon_flavifrons 	80.4056	6.9940
Psilopogon_flavifrons 	80.5526	6.4595
Psilopogon_flavifrons 	80.1808	6.9326
Psilopogon_flavifrons 	80.4356	6.4326
Psilopogon_flavifrons 	80.7327	7.3246
Psilopogon_flavifrons 	80.4239	6.4376
Psilopogon_flavifrons 	80.6232	7.2731
Psilopogon_flavifrons 	80.1805	7.0175
Psilopogon_flavifrons 	81.1368	6.4474
Psilopogon_flavifrons 	80.4031	6.9851
Psilopogon_flavifrons 	80.6903	7.1683
Psilopogon_flavifrons 	80.5932	6.3677
Psilopogon_flavifrons 	80.4287	6.9880
Psilopogon_flavifrons 	80.9203	6.7660
Psilopogon_flavifrons 	80.5014	6.3897
Psilopogon_flavifrons 	80.4180	6.4417
Psilopogon_flavifrons 	80.1515	6.8807
Psilopogon_flavifrons 	80.6091	7.2696
Psilopogon_flavifrons 	80.6112	6.4162
Psilopogon_flavifrons 	80.4188	6.4419
Psilopogon_flavifrons 	80.1262	7.2154
Psilopogon_flavifrons 	81.0506	6.8715
Psilopogon_flavifrons 	80.4892	6.3576
Psilopogon_flavifrons 	80.6239	7.5213
Psilopogon_flavifrons 	80.4422	6.9145
Psilopogon_flavifrons 	80.2996	6.5256
Psilopogon_flavifrons 	80.2020	6.2526
Psilopogon_flavifrons 	80.4150	6.4315
Psilopogon_flavifrons 	80.5104	6.9728
Psilopogon_flavifrons 	80.8215	6.9266
Psilopogon_flavifrons 	80.4215	6.4397
Psilopogon_flavifrons 	80.6414	7.2991
Psilopogon_flavifrons 	80.5512	7.3325
Psilopogon_flavifrons 	80.7239	7.3929
Psilopogon_flavifrons 	80.6574	6.8131
Psilopogon_flavifrons 	80.6019	6.3836
Psilopogon_flavifrons 	80.4961	6.4282
Psilopogon_flavifrons 	80.5943	7.3267
Psilopogon_flavifrons 	80.2283	6.2117
Psilopogon_flavifrons 	80.4656	6.4364
Psilopogon_flavifrons 	80.9892	6.8185
Psilopogon_flavifrons 	79.9465	6.8901
Psilopogon_flavifrons 	80.6103	6.7977
Psilopogon_flavifrons 	80.4249	6.4384
Psilopogon_flavifrons 	80.4510	6.9499
Psilopogon_flavifrons 	80.6258	7.2747
Psilopogon_flavifrons 	80.6040	6.3841
Psilopogon_flavifrons 	80.7056	7.1380
Psilopogon_flavifrons 	80.8406	7.4654
Psilopogon_flavifrons 	80.6428	7.3000
Psilopogon_flavifrons 	80.2949	7.0301
Psilopogon_flavifrons 	80.5907	6.8138
Psilopogon_flavifrons 	81.0205	6.7297
Psilopogon_flavifrons 	80.4890	6.3578
Psilopogon_flavifrons 	80.6237	6.7801
Psilopogon_flavifrons 	80.0629	6.7624
Psilopogon_flavifrons 	80.4119	6.9930
Psilopogon_flavifrons 	80.7757	7.1516
Psilopogon_flavifrons 	80.8408	6.3477
Psilopogon_flavifrons 	80.4802	6.2381
Psilopogon_flavifrons 	80.7581	7.5147
Psilopogon_flavifrons 	80.6147	6.4748
Psilopogon_flavifrons 	80.6203	6.6368
Psilopogon_flavifrons 	80.9942	6.8327
Psilopogon_flavifrons 	80.5381	6.7631
Psilopogon_flavifrons 	80.4178	6.4326
Psilopogon_flavifrons 	80.6191	7.2595
Psilopogon_flavifrons 	80.5472	6.3397
Psilopogon_flavifrons 	80.6333	7.2590
Psilopogon_flavifrons 	80.1789	6.6453
Psilopogon_flavifrons 	80.5551	6.3544
Psilopogon_flavifrons 	80.5219	6.9094
Psilopogon_flavifrons 	80.4386	6.4282
Psilopogon_flavifrons 	80.7565	7.0415
Psilopogon_flavifrons 	80.4170	6.4434
Psilopogon_flavifrons 	80.4439	6.4494
Psilopogon_flavifrons 	80.7803	6.6927
Psilopogon_flavifrons 	80.4149	6.4412
Psilopogon_flavifrons 	80.7090	7.5002
Psilopogon_flavifrons 	80.4122	6.9954
Psilopogon_flavifrons 	80.7541	7.9514
Psilopogon_flavifrons 	80.4062	6.9949
Psilopogon_flavifrons 	80.3525	6.8092
Psilopogon_flavifrons 	80.6194	6.7827
Psilopogon_flavifrons 	80.1955	6.5146
Psilopogon_flavifrons 	80.1738	6.9962
Psilopogon_flavifrons 	80.4177	6.9934
Psilopogon_flavifrons 	80.6453	7.2942
Psilopogon_flavifrons 	80.4134	6.4417
Psilopogon_flavifrons 	80.3984	6.9770
Psilopogon_flavifrons 	80.6424	7.2989
Psilopogon_flavifrons 	80.5773	7.3191
Psilopogon_flavifrons 	80.7672	6.7189
Psilopogon_flavifrons 	81.2914	6.2800
Psilopogon_flavifrons 	80.6175	7.6195
Psilopogon_flavifrons 	80.3468	7.4989
Psilopogon_flavifrons 	80.7527	7.5546
Psilopogon_flavifrons 	80.3815	6.9304
Psilopogon_flavifrons 	80.4175	6.4416
Psilopogon_flavifrons 	80.7872	6.7097
Psilopogon_flavifrons 	80.6423	7.2991
Psilopogon_flavifrons 	80.1991	6.7045
Psilopogon_flavifrons 	80.1767	6.8981
Psilopogon_flavifrons 	80.6853	7.4162
Psilopogon_flavifrons 	80.3670	6.7999
Psilopogon_flavifrons 	80.6422	7.2989
Psilopogon_flavifrons 	80.6081	6.3671
Psilopogon_flavifrons 	80.3676	7.1042
Psilopogon_flavifrons 	80.9073	6.9035
Psilopogon_flavifrons 	80.3160	6.4086
